"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"169",2270,"-24.017146","-47.81044","650","","Parulidae","Basileuterus","culicivorus","auricapilla","Golden-crowned Warbler",30.976463,"Basileuterus culicivorus",14
"170",2278,"-23.6334","-45.8667","?","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",15.453673,"Pyriglena leucoptera",12
"171",2314,"-6.1603","-50.3459","380","Hypocnemis striata,Ibycter americanus,Myrmoborus myotherinus,Formicarius analis","Tyrannidae","Platyrinchus","platyrhynchos","amazonicus","White-crested Spadebill",17.126621,"Platyrinchus platyrhynchos",10
"172",2328,"-23.8501","-54.2537","340","Myiodynastes maculatus","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",39.818821,"Elaenia spectabilis",14
"173",2336,"-17.3584","-44.8501","540","Columbina squammata","Tyrannidae","Megarynchus","pitangua","pitangua","Boat-billed Flycatcher",38.896916,"Megarynchus pitangua",11
"174",2375,"-9.5981","-55.932","250","Odontophorus gujanensis,Crypturellus variegatus","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",18.396304,"Xiphorhynchus guttatus",11
"175",2379,"NULL","NULL","?","","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",24.636485,"Tolmomyias sulphurescens",14
"176",2391,"-15.2","-39.3","?","","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",31.658027,"Pyriglena leucoptera",12
"177",2411,"-27.39726","-49.379082","400","Dysithamnus mentalis","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",18.040385,"Sittasomus griseicapillus",11
"178",2417,"-31.7184","-52.3276","0","Columbina picui","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",21.357846,"Myiodynastes maculatus",14
"179",2456,"-9.5981","-55.932","200","","Charadriidae","Vanellus","chilensis","","Southern Lapwing",26.558345,"Vanellus chilensis",19
"180",2464,"-23.5001","-45.2167","30","Ramphodon naevius,Trogon surrucura,Hypoedaleus guttatus,Chiroxiphia caudata","Tyrannidae","Cnemotriccus","fuscatus","fuscatus","Fuscous Flycatcher",22.031542,"Cnemotriccus fuscatus",10
"181",2467,"-31.9006","-52.6626","0","","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",29.994218,"Sittasomus griseicapillus",11
"182",2483,"-8.2834","-35.5834","700","Volatinia jacarina,Synallaxis frontalis","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",16.942154,"Milvago chimachima",18
"183",2496,"-22.3667","-44.7334","1800","Lathrotriccus euleri,Chiroxiphia caudata,Saltator similis,Basileuterus culicivorus","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",36.353333,"Myiothlypis leucoblephara",14
"184",2502,"-9.9826","-50.0151","180","Rupornis magnirostris","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",32.049501,"Pheugopedius genibarbis",12
"185",2508,"-22.898","-45.994","1300","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",20.789138,"Basileuterus culicivorus",14
"186",2509,"-7.5834","-45.1167","400","","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",26.621134,"Pheugopedius genibarbis",12
"187",2517,"-2.028","-59.997","50","Patagioenas plumbea","Tyrannidae","Platyrinchus","platyrhynchos","","White-crested Spadebill",16.520862,"Platyrinchus platyrhynchos",10
"188",2518,"-9.5981","-55.932","250","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",37.860363,"Myrmeciza atrothorax",12
"189",2529,"-22.7787","-43.462","200","Dysithamnus stictothorax,Tachyphonus cristatus","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",42.388163,"Galbula ruficauda",11
"190",2532,"-9.5981","-55.932","250","","Fringillidae","Euphonia","chlorotica","amazonica","Purple-throated Euphonia",21.800476,"Euphonia chlorotica",13
"191",2553,"-6.0859","-50.3394","650","Isleria hauxwelli","Tyrannidae","Myiopagis","caniceps","","Grey Elaenia",32.289025,"Myiopagis caniceps",11
"192",2560,"-22.5001","-42.7167","260","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",21.294558,"Chiroxiphia caudata",21
"193",2561,"-7.565","-35.005","60","","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",17.84093,"Myiothlypis flaveola",10
"194",2562,"-24.2667","-48.4167","830","Trogon surrucura","Tyrannidae","Camptostoma","obsoletum","obsoletum","Southern Beardless Tyrannulet",23.335238,"Camptostoma obsoletum",18
"195",2572,"-21.1167","-44.1501","900","Lochmias nematura,Myiothlypis leucoblephara","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",30.1822,"Dysithamnus mentalis",25
"196",2578,"-9.2473","-72.6959","220","","Tyrannidae","Platyrinchus","platyrhynchos","senex","White-crested Spadebill",32.45619,"Platyrinchus platyrhynchos",10
"197",2584,"-3.0128","-54.8828","?","","Falconidae","Ibycter","americanus","","Red-throated Caracara",20.953084,"Ibycter americanus",14
"198",2588,"-9.3001","-35.9334","550","Tolmomyias flaviventris,Elaenia flavogaster","Thamnophilidae","Formicivora","grisea","grisea","Southern White-fringed Antwren",21.587574,"Formicivora grisea",10
"199",2590,"-8.863","-42.627","450","Myiarchus tyrannulus","Tyrannidae","Hirundinea","ferruginea","bellicosa","Cliff Flycatcher",15.653583,"Hirundinea ferruginea",12
"200",2591,"-9.5981","-55.932","260","","Tyrannidae","Hemitriccus","griseipectus","","White-bellied Tody-Tyrant",23.495556,"Hemitriccus griseipectus",10
"201",2592,"-22.7167","-45.6001","1400","","Emberizidae","Zonotrichia","capensis","subtorquata","Rufous-collared Sparrow",20.348186,"Zonotrichia capensis",11
"202",2593,"-15.4776","-55.7585","800","","Tyrannidae","Hemitriccus","margaritaceiventer","margaritaceiventer","Pearly-vented Tody-Tyrant",42.582063,"Hemitriccus margaritaceiventer",11
"203",2607,"-8.6114","-35.0392","0","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",38.565828,"Rupornis magnirostris",27
"204",2621,"NULL","NULL","400","Brotogeris chiriri,Diopsittaca nobilis","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",33.8822,"Turdus leucomelas",18
"205",2645,"-16.362","-56.648","115","Zebrilus undulatus,Butorides striata","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",20.07483,"Megaceryle torquata",10
"206",2676,"-20.052","-50.455","?","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",39.106893,"Cantorchilus leucotis",17
"207",2695,"-27.14","-52.7837","285","","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",20.961565,"Cacicus haemorrhous",20
"208",2704,"-24.017146","-47.81044","630","Schiffornis virescens","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",19.566735,"Cacicus haemorrhous",20
"209",2733,"-23.0401","-46.0328","700","","Furnariidae","Campylorhamphus","falcularius","","Black-billed Scythebill",35.989569,"Campylorhamphus falcularius",10
"210",2752,"-22.3023","-43.077","1100","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",20.27712,"Conopophaga lineata",17
"211",2772,"-21.2451","-50.3734","390","Patagioenas picazuro,Brotogeris chiriri","Charadriidae","Vanellus","chilensis","","Southern Lapwing",29.706168,"Vanellus chilensis",19
"212",2776,"-23.9556","-46.6503","780","","Tyrannidae","Attila","rufus","","Grey-hooded Attila",17.911723,"Attila rufus",14
"213",2779,"-23.6334","-45.8667","?","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",26.733379,"Chiroxiphia caudata",21
"214",2781,"-8.0392","-39.7056","?","","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",21.561701,"Euphonia chlorotica",13
"215",2785,"-7.3834","-39.3501","?","Camptostoma obsoletum,Euphonia chlorotica","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",29.252925,"Megarynchus pitangua",11
"216",2849,"-15.4356","-55.7917","700","","Psittacidae","Psittacara","leucophthalmus","leucophthalmus","White-eyed Parakeet",24.348209,"Psittacara leucophthalmus",12
"217",2859,"-8.585095","-37.20932","800","","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",17.495215,"Elaenia spectabilis",14
"218",2874,"NULL","NULL","250","Tangara seledon","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",34.727868,"Habia rubica",14
"219",2889,"-4.3881","-59.5934","30","","Thamnophilidae","Microrhopias","quixensis","bicolor","Dot-winged Antwren",24.322948,"Microrhopias quixensis",11
"220",2894,"-4.3881","-59.5934","30","Thamnophilus stictocephalus,Cercomacra nigrescens","Thamnophilidae","Microrhopias","quixensis","bicolor","Dot-winged Antwren",21.289206,"Microrhopias quixensis",11
"221",2907,"-7.6096","-35.3952","440","","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",29.744603,"Ramphocaenus melanurus",10
"222",2912,"-3.4915","-59.9304","20","Trogon viridis","Furnariidae","Xiphorhynchus","guttatus","","Buff-throated Woodcreeper",24.943311,"Xiphorhynchus guttatus",11
"223",2914,"-6.1242","-50.4382","650","","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",32.274331,"Euphonia chlorotica",13
"224",2917,"-24.1834","-46.9001","10","","Polioptilidae","Ramphocaenus","melanurus","melanurus","Long-billed Gnatwren",15.648027,"Ramphocaenus melanurus",10
"225",2927,"-7.8001","-34.9501","30","","Thamnophilidae","Formicivora","grisea","","Southern White-fringed Antwren",18.885329,"Formicivora grisea",10
"226",2941,"-12.5834","-41.3667","400","Rhynchotus rufescens","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",22.731429,"Cyanocorax cyanopogon",11
"227",2944,"-22.3731","-42.5609","1000","","Furnariidae","Sclerurus","scansor","scansor","Rufous-breasted Leaftosser",34.353356,"Sclerurus scansor",16
"228",2945,"-6.0501","-50.2667","660","Pheugopedius coraya","Thamnophilidae","Hypocnemis","striata","affinis","Spix's Warbling Antbird",35.192313,"Hypocnemis striata",11
"229",2970,"-22.4508","-42.7735","30","Leptotila rufaxilla,Certhiaxis cinnamomeus,Turdus amaurochalinus","Troglodytidae","Troglodytes","aedon","","House Wren",21.507687,"Troglodytes aedon",15
"230",2976,"-14.9834","-59.9834","225","","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",27.100159,"Orthopsittaca manilatus",13
"231",2990,"-9.5981","-55.932","200","","Thamnophilidae","Hypocnemis","striata","striata","Spix's Warbling Antbird",21.323719,"Hypocnemis striata",11
"232",2991,"-22.898","-45.994","1300","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",15.631814,"Milvago chimachima",18
"233",3000,"-9.5981","-55.932","240","","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",44.38356,"Pyriglena leuconota",12
"234",3007,"-2.9578","-58.348","30","","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",15.573061,"Orthopsittaca manilatus",13
"235",3015,"-27.258","-49.02","380","Myiarchus swainsoni","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",23.996735,"Myiodynastes maculatus",14
"236",3025,"-22.3","-44.6","?","","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",43.697256,"Sclerurus scansor",16
"237",3061,"-23.8501","-54.2537","340","Cacicus haemorrhous,Euphonia chlorotica,Euphonia chlorotica","Thamnophilidae","Taraba","major","","Great Antshrike",31.161678,"Taraba major",10
"238",3066,"-27.140118","-52.783728","290","","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",39.272336,"Dysithamnus mentalis",25
"239",3068,"-7.9644","-67.3469","100","Thamnomanes schistogynus","Thamnophilidae","Microrhopias","quixensis","","Dot-winged Antwren",29.911315,"Microrhopias quixensis",11
"240",3073,"-27.258","-49.02","380","","Troglodytidae","Troglodytes","aedon","","House Wren",31.356145,"Troglodytes aedon",15
"241",3080,"-9.73","-37.439","80","","Cuculidae","Guira","guira","","Guira Cuckoo",27.262812,"Guira guira",10
"242",3091,"-27.257","-49.018","550","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",20.886667,"Habia rubica",14
"243",3093,"-3.8101","-48.377","?","","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",25.026508,"Cacicus haemorrhous",20
"244",3117,"-23.3501","-44.7167","50","Herpsilochmus rufimarginatus","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",25.084195,"Dysithamnus mentalis",25
"245",3134,"-28.638","-49.498","120","","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",23.581882,"Theristicus caudatus",17
"246",3143,"-9.661","-37.412","320","","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",31.509932,"Cyanocorax cyanopogon",11
"247",3153,"-23.6334","-45.8667","825","Dysithamnus mentalis,Sclerurus scansor,Philydor atricapillus","Furnariidae","Sclerurus","scansor","scansor","Rufous-breasted Leaftosser",25.08898,"Sclerurus scansor",16
"248",3194,"-10.8814","-65.2501","130","","Furnariidae","Glyphorynchus","spirurus","inornatus","Wedge-billed Woodcreeper",42.131814,"Glyphorynchus spirurus",10
"249",3200,"-26.3247","-53.2885","850","","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",30.771315,"Milvago chimachima",18
"250",3214,"-31.3266","-51.0719","10","Mimus saturninus,Pitangus sulphuratus","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",20.210204,"Camptostoma obsoletum",18
"251",3245,"-23.6074","-45.5404","650","","Tyrannidae","Hirundinea","ferruginea","","Cliff Flycatcher",15.799773,"Hirundinea ferruginea",12
"252",3257,"-23.4667","-46.6167","800","","Picidae","Melanerpes","candidus","","White Woodpecker",28.368073,"Melanerpes candidus",10
"253",3277,"-22.5001","-42.7167","30","Troglodytes aedon,Anthus lutescens,Camptostoma obsoletum","Charadriidae","Vanellus","chilensis","lampronotus","Southern Lapwing",37.459773,"Vanellus chilensis",19
"254",3321,"-23.5001","-45.2167","100","Phylloscartes paulista,Habia rubica","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",31.268798,"Philydor atricapillus",11
"255",3365,"NULL","NULL","900","","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",27.480181,"Euphonia chlorotica",13
"256",3367,"-9.5981","-55.932","200","","Thamnophilidae","Microrhopias","quixensis","emiliae","Dot-winged Antwren",33.494399,"Microrhopias quixensis",11
"257",3382,"-3.1253","-46.8456","?","Crypturellus parvirostris,Coccycua minuta,Thamnophilus palliatus,Elaenia flavogaster,Todirostrum cinereum,Camptostoma obsoletum,Pitangus sulphuratus,Troglodytes aedon,Thraupis palmarum","Turdidae","Turdus","leucomelas","leucomelas","Pale-breasted Thrush",22.312812,"Turdus leucomelas",18
"258",3383,"-3.4614","-47.0648","?","Dromococcyx phasianellus,Thamnophilus aethiops,Caryothraustes canadensis","Picidae","Melanerpes","candidus","","White Woodpecker",21.107188,"Melanerpes candidus",10
"259",3390,"-9.5981","-55.932","200","","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",44.290181,"Xiphorhynchus guttatus",11
"260",3395,"-14.3834","-40.1001","800","","Tyrannidae","Myiopagis","caniceps","","Grey Elaenia",27.680113,"Myiopagis caniceps",11
"261",3452,"-30.1834","-57.4501","50","Patagioenas maculosa,Suiriri suiriri,Saltator aurantiirostris","Accipitridae","Rupornis","magnirostris","magniplumis","Roadside Hawk",24.345578,"Rupornis magnirostris",27
"262",3460,"-0.1334","-67.0834","70","","Thamnophilidae","Myrmeciza","atrothorax","atrothorax","Black-throated Antbird",22.257937,"Myrmeciza atrothorax",12
"263",3480,"-16.3834","-56.6167","120","","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",39.052834,"Brotogeris chiriri",11
"264",3484,"-23.4501","-51.2334","600","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",21.922562,"Myiothlypis leucoblephara",14
"265",3502,"-20.457253","-40.99205","?","","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",44.799773,"Sittasomus griseicapillus",11
"266",3529,"-11.3834","-37.4001","10","Gnorimopsar chopi","Psittacidae","Diopsittaca","nobilis","cumanensis","Red-shouldered Macaw",37.488503,"Diopsittaca nobilis",10
"267",3533,"-22.5001","-42.7167","50","Myiarchus ferox,Leptotila verreauxi","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",29.113447,"Myiozetetes similis",18
"268",3539,"-22.6771","-47.9831","460","Taraba major","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",20.839819,"Dysithamnus mentalis",25
"269",3540,"-23.7134","-45.8764","8","Trogon viridis,Schiffornis virescens","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",21.561111,"Conopophaga melanops",15
"270",3554,"-2.8528","-54.7951","?","Phaethornis ruber,Myrmoborus myotherinus,Myrmotherula axillaris,Hylophilus semicinereus,Vireo olivaceus,Ramphocaenus melanurus","Pipridae","Chiroxiphia","pareola","pareola","Blue-backed Manakin",24.129728,"Chiroxiphia pareola",14
"271",3562,"-22.962","-43.228","26","","Ramphastidae","Ramphastos","vitellinus","ariel","Channel-billed Toucan",22.973039,"Ramphastos vitellinus",12
"272",3568,"-2.0375","-54.1131","100","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",20.219932,"Lophotriccus galeatus",11
"273",3582,"-31.12887","-52.5737","0","","Parulidae","Basileuterus","culicivorus","","Golden-crowned Warbler",22.898277,"Basileuterus culicivorus",14
"274",3590,"-15.355","-38.982","0","","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",25.347619,"Megaceryle torquata",10
"275",3601,"-20.28333","-40.46667","150","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",40.245351,"Habia rubica",14
"276",3616,"-20.3231","-43.3959","730","","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",16.791927,"Tolmomyias sulphurescens",14
"277",3634,"-21.7001","-43.8834","1200","Schiffornis virescens,Myiothlypis leucoblephara","Thamnophilidae","Dysithamnus","mentalis","mentalis","Plain Antvireo",40.589342,"Dysithamnus mentalis",25
"278",3643,"-22.7787","-43.462","250","Picumnus cirratus","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",32.42712,"Conopophaga melanops",15
"279",3648,"NULL","NULL","2","","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",30.825624,"Myiozetetes similis",18
"280",3650,"-20.79","-42.8882","800","","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",44.17229,"Psittacara leucophthalmus",12
"281",3660,"-16.7581","-56.8764","110","Patagioenas picazuro,Crypturellus undulatus","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",15.49898,"Brotogeris chiriri",11
