"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"63",901,11228,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11228.wav","vjavkh","2009-02-23","am","Parque Estadual Intervales, SP","-24.2759","-48.4181","840","Eduardo Patrial","QEFRRVCRRP","call, song","","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",41.407596,"Rhopias gularis",14
"64",902,11229,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11229.wav","doafbd","2005-10-24","08:28","Serra dos Carajás. Águas Claras","-6.1657","-50.3445","390","Jeremy Minns","DGVLLRYDXS","call, male","Terra firme forest.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Hypocnemis","striata","affinis","Spix's Warbling Antbird",27.218367,"Hypocnemis striata",11
"65",905,11231,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11231.wav","armfvy","2007-10-03","13:44","Hidráulica - Capão do Leão, Rio Grande do Sul","-31.72889","-52.48944","0","Fernando Jacobs","MHHPJBCUXC","call","","1","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",37.279683,"Camptostoma obsoletum",18
"66",909,11236,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11236.wav","lgdqns","2009-03-23","07:00","Monte Alegre, State of Pará","-2.0375","-54.1131","70","Sidnei Dantas","NNCKQMBGPH","perched calls","varzea forest.","2","BirdCLEF2014","Heliornis fulica,Cantorchilus leucotis,Polioptila plumbea,Pitangus sulphuratus","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",19.143492,"Amazona amazonica",14
"67",920,1124,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1124.wav","ibvnlg","2003-08-25","08:01","Ubatuba, SP. Folha Seca.","-23.5001","-45.2167","30","Jeremy Minns","DGVLLRYDXS","call, wing sounds","Humid forest.","1","BirdCLEF2014","Trogon viridis,Formicarius colma,Procnias nudicollis,Chiroxiphia caudata","Passeriformes","Tyrannidae","Myiornis","auricularis","auricularis","Eared Pygmy Tyrant",17.252812,"Myiornis auricularis",15
"68",932,11266,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11266.wav","uytsig","2011-10-25","10:30","Manaus, Amazonas","-3.0843","-59.995","50","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",20.62424,"Turdus leucomelas",18
"69",956,11295,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11295.wav","igcivw","2007-07-07","?:?","Sao Francisco de Paula, Rio Grande do Sul","-29.454","-50.58","?","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>","2","BirdCLEF2014","","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",21.997891,"Theristicus caudatus",17
"70",963,11304,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11304.wav","cvyifz","2012-10-01","08:15","Atibaia, SP","-23.2001","-46.5834","900","William Zaca","QPVHQBUWGE","alarm call","","0","BirdCLEF2014","","Passeriformes","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",41.26424,"Habia rubica",14
"71",987,1132,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1132.wav","wpfguq","2013-02-22","10:00","Piracicaba, São Paulo","-22.6771","-47.9831","460","GABRIEL LEITE","TGBFXDVERJ","call, female","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",24.655351,"Conopophaga lineata",17
"72",1003,1134,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1134.wav","xyvbwf","2003-03-28","08:43","Guajará-Mirim, RO","-10.8814","-65.2501","130","Jeremy Minns","DGVLLRYDXS","call, song","Terra firme forest.","1","BirdCLEF2014","Myrmotherula sclateri","Passeriformes","Thamnophilidae","Microrhopias","quixensis","bicolor","Dot-winged Antwren",31.71907,"Microrhopias quixensis",11
"73",1004,11350,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11350.wav","rcvrfz","2012-11-10","16:30","Minas Gerais","-20.4569","-42.6603","400","Noé Eiterer","TWSKITNQOV","call, song","bird-seen:noplayback-used:no","1","BirdCLEF2014","","Passeriformes","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",20.690862,"Euphonia chlorotica",13
"74",1005,11354,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11354.wav","qwxjxm","2001-10-03","08:11","Itanhaem. Chacaras Bopiranga","-24.1834","-46.9001","10","Jeremy Minns","DGVLLRYDXS","call","Dense scrub on the edge of coastal white sand forest. This is Call A in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Procnias nudicollis,Setophaga pitiayumi","Passeriformes","Tyrannidae","Cnemotriccus","fuscatus","fuscatus","Fuscous Flycatcher",21.592086,"Cnemotriccus fuscatus",10
"75",1008,11357,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11357.wav","fxwyhh","2011-08-08","7:30","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","Natural vocalization.","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Platyrinchus","platyrhynchos","amazonicus","White-crested Spadebill",24.428163,"Platyrinchus platyrhynchos",10
"76",1030,1137,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1137.wav","gupfgh","2010-12-08","06:30","Bacia 199 Santarem PA","-2.8528","-54.7951","?","Alexander Lees","INDDBZAFJL","call","primary forest (logged and burnt)","0","BirdCLEF2014","Amazona amazonica,Automolus rufipileatus,Xenops minutus,Myrmeciza hemimelaena,Phlegopsis nigromaculata,Attila spadiceus,Manacus manacus","Passeriformes","Thamnophilidae","Thamnomanes","caesius","hoffmannsi","Cinereous Antshrike",33.020023,"Thamnomanes caesius",12
"77",1055,1140,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1140.wav","uiqpgc","2013-08-02","08:30","Borebi, São Paulo","-22.6736","-48.9592","700","Paulo Affonso Fonseca Pires Neto","QOMWCAGQJX","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","Chlorostilbon lucidus,Chiroxiphia caudata","Passeriformes","Turdidae","Turdus","albicollis","","White-necked Thrush",30.566848,"Turdus albicollis",10
"78",1074,11434,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11434.wav","igcivw","1993-06-03","?:?","Porto Jofre, Pantanal, MG","NULL","NULL","?","Miguel Castelino","RCJCABZSNP","call","<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>","1","BirdCLEF2014","","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",27.720907,"Theristicus caudatus",17
"79",1086,11451,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11451.wav","lgdqns","2012-06-20","06:52","Iporá, State of Goiás","-16.4456","-51.1201","650","Daniel Blamires","ZLNOGADASD","flight call","Specimen was recorded in Fazenda Tamanduá. I thank Stella K. Moreira and Kelma A. Santos to the help during fieldwork.","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",15.618798,"Amazona amazonica",14
"80",1093,11460,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11460.wav","zcwqjv","2011-09-26","08:23","Cristalino Jungle Lodge, MT","-9.5981","-55.932","260","Eric DeFonso","KTLCZCRCQX","call","Pair of birds flying by the top of the new 50m tower in terra firme forest.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",23.766848,"Ara ararauna",13
"81",1102,11472,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11472.wav","qldqit","2008-06-15","07:30","Duas Bocas, Cariacica, ES","-20.28333","-40.46667","150","Filipe T. and J. Silvério Lemos","TTTHVXGOWS","call","","3","BirdCLEF2014","","Passeriformes","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",18.226077,"Philydor atricapillus",11
"82",1103,11473,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11473.wav","zcwqjv","2013-09-17","8:17","Alto Paraiso, Goias","-14.161877","-47.526169","","Marcelo Araya-Salas","EMCWQLLKEW","flight call","Recording equipment: iphone/tascam adaptor+senheisser ME67. Comments: two birds, Road to Sao Jorge. To access original .WAV file contact marceloa27(at)gmail.combird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",38.619274,"Ara ararauna",13
"83",1106,11478,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11478.wav","uytsig","2002-10-30","16:00","Parque Nacional Serra da Canastra, São Roque de Minas, MG","-20.24528","-46.36583","1350","Jeremy Minns","DGVLLRYDXS","call, song","Gallery forest around abandoned farm buildings near Cachoeira do Rolinho. These are calls A and C in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","Sicalis citrina,Gnorimopsar chopi","Passeriformes","Turdidae","Turdus","leucomelas","leucomelas","Pale-breasted Thrush",41.434127,"Turdus leucomelas",18
"84",1110,11488,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11488.wav","armfvy","2008-03-26","16:55","Estância Patrial, Londrina, PR","NULL","NULL","562","Eduardo Patrial","QEFRRVCRRP","call, song","","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",37.225556,"Camptostoma obsoletum",18
"85",1113,11490,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11490.wav","yudfzp","2005-04-21","07:40","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","35","Nick Athanas","XRABICUARW","call","After playback.","2","BirdCLEF2014","Columbina talpacoti,Synallaxis spixi,Leptotila verreauxi,Vanellus chilensis,Thamnophilus palliatus","Passeriformes","Troglodytidae","Pheugopedius","genibarbis","intercedens","Moustached Wren",26.841859,"Pheugopedius genibarbis",12
"86",1114,11491,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11491.wav","ijpmji","2011-09-10","10:00","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","Natural vocalization. Blue-headed parrot later in cut.","1","BirdCLEF2014","Pionus menstruus","Psittaciformes","Psittacidae","Amazona","farinosa","","Mealy Amazon",23.443107,"Amazona farinosa",16
"87",1132,11515,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11515.wav","vjavkh","2004-02-23","xx:xx","Parque Nacional Itatiaia (Hotel Simon), Rio de Janeiro","NULL","NULL","1080","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","","3","BirdCLEF2014","","Passeriformes","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",16.066689,"Rhopias gularis",14
"88",1138,11524,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11524.wav","ijpmji","2012-09-06","09:00","Ilhabela, São Paulo","-23.8312","-45.3495","190","Eduardo D. Schultz","QYOZQITVAC","call, song","Individuals perched and flying. In the canopy of a high primary forest.bird-seen:yesplayback-used:no","0","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","farinosa","","Mealy Amazon",36.883379,"Amazona farinosa",16
"89",1146,11532,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11532.wav","pbqnkl","2013-01-30","08:00","Comandatuba Island, Una,Bahia, Brazil","-15.355","-38.982","0","Antonio Silveira","NBJQSQJRYH","alarm call, song","Small flock. An adult call and song on the small tree(bush) near the beach.bird-seen:yesplayback-used:no","0","BirdCLEF2014","","Cuculiformes","Cuculidae","Guira","guira","","Guira Cuckoo",36.695034,"Guira guira",10
"90",1152,11538,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11538.wav","aiiwiu","2013-02-22","08:30","Piracicaba, São Paulo","-22.6771","-47.9831","460","GABRIEL LEITE","TGBFXDVERJ","flight call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",16.211995,"Psittacara leucophthalmus",12
"91",1163,1154,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1154.wav","oinzpv","1997-07-20","06:25","Lencois, Bahia","-12.6001","-41.4001","400","Jeremy Minns","DGVLLRYDXS","call","Trail to Ribeirão do Meio. Gallery forest and campo rupestre. This is Call A in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Leptotila verreauxi,Pyriglena leucoptera,Cyclarhis gujanensis","Passeriformes","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",20.718571,"Cyanocorax cyanopogon",11
"92",1176,11563,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11563.wav","doafbd","2000-09-17","07:22","Alta Floresta, Mato Grosso. Near Hotel Floresta Amazônica","-8.385","-52.031","250","Jeremy Minns","DGVLLRYDXS","call, male","Terra firme forest.","0","BirdCLEF2014","","Passeriformes","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",24.590567,"Hypocnemis striata",11
"93",1202,11594,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11594.wav","rcvrfz","2001-11-14","15:36","Chapada do Araripe (Ceara)","-7.3334","-39.3001","900","Jeremy Minns","DGVLLRYDXS","call","National Forest above Crato. In canopy of dry forest.","2","BirdCLEF2014","Cyclarhis gujanensis,Cyanocorax cyanopogon","Passeriformes","Fringillidae","Euphonia","chlorotica","chlorotica","Purple-throated Euphonia",29.615624,"Euphonia chlorotica",13
"94",1232,11638,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11638.wav","nknnjw","2009-12-08","07:23","Nova Lima, Minas Gerais State","NULL","NULL","1.005","Helberth Cardoso","XIRUVWSNEN","call, song","Atlantic forest","1","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",44.946553,"Myiothlypis leucoblephara",14
"95",1268,11684,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11684.wav","asvgnp","2001-03-17","10:35","Itatiaia National Park - Agulhas Negras road","-22.3667","-44.7334","1900","Jeremy Minns","DGVLLRYDXS","call","Casa de Pedra. Adult in tree in pasture.","2","BirdCLEF2014","","Falconiformes","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",35.52941,"Milvago chimachima",18
"96",1271,11688,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11688.wav","ziirhl","2007-06-06","7:45","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","?","Leonardo Pimentel","JHBOHGJALL","call","","1","BirdCLEF2014","Trichothraupis melanops,Attila rufus,Malacoptila striata","Passeriformes","Icteridae","Cacicus","haemorrhous","","Red-rumped Cacique",17.132857,"Cacicus haemorrhous",20
"97",1273,11690,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11690.wav","bogxos","2010-04-14","08:30","Foz Rio Tigre, Guatambú, Santa Catarina","-27.187","-52.778","350","Evair Legal","SMJXFKLATM","call","","2","BirdCLEF2014","Pyriglena leucoptera","Passeriformes","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",20.831156,"Megarynchus pitangua",11
"98",1289,11715,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11715.wav","vjukoo","2006-08-23","11:00","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","300","Frank Lambert","YTUXOCTUEM","call","altitude is approx. bird not seen","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Attila","rufus","","Grey-hooded Attila",39.426145,"Attila rufus",14
"99",1295,11723,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11723.wav","uytsig","2001-03-13","07:47","Teresopolis. Alto da Posse","-22.4167","-42.9834","1300","Jeremy Minns","DGVLLRYDXS","call","Variations on Call B by a bird 15 m above ground in an araucaria.","2","BirdCLEF2014","Myiothlypis leucoblephara","Passeriformes","Turdidae","Turdus","leucomelas","leucomelas","Pale-breasted Thrush",35.780884,"Turdus leucomelas",18
"100",1306,11734,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11734.wav","uphahj","2009-09-15","450","Rio Carreiro, Serafina Corrêa, Rio Grande do Sul","-28.9612","-51.7681","450","Adrian Eisen Rupp","AOPMSCIDIA","call","","1","BirdCLEF2014","","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",22.767324,"Rupornis magnirostris",27
"101",1310,1173,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN1173.wav","sgsdgm","2006-10-08","7:55","Parque Dois Irmãos, Recife, Pernambuco","-8.0539","-34.8809","0","Mauricio Cabral Periquito","HERKCTHDZI","call","Edge of forest","0","BirdCLEF2014","","Passeriformes","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",26.656372,"Cacicus cela",11
"102",1314,11747,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11747.wav","uuvfxv","1993-11-17","?","Pousada o Pantaneiro, Transpantaneira Hwy., Mato Grosso","-16.9398","-56.8834","110","Allen T. Chartier","AZXTZTQJRO","call, song","Responding to playback","2","BirdCLEF2014","Aramus guarauna,Xiphorhynchus guttatus,Cyanocorax cyanomelas","Passeriformes","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",29.928481,"Myiothlypis flaveola",10
"103",1325,11763,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11763.wav","vjavkh","2006-06-12","08:20","Itatiaia NP, RJ","-22.38","-44.63","600","Ricardo Gagliardi","YRDADNREOP","call","","3","BirdCLEF2014","","Passeriformes","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",34.123175,"Rhopias gularis",14
"104",1410,11873,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11873.wav","gupfgh","2000-11-24","10:06","Parque Nacional da Amazônia","-4.5167","-56.3001","50","Jeremy Minns","DGVLLRYDXS","call","Terra firme forest. Two males with a mixed flock. Four different calls.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Thamnomanes","caesius","persimilis","Cinereous Antshrike",21.655873,"Thamnomanes caesius",12
"105",1412,11876,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11876.wav","scqsvb","2004-03-25","06:25","Jeremoabo","-10.063769","-38.339453","300","Jeremy Minns","DGVLLRYDXS","calls, perched","Road to Canudos. Caatinga.","2","BirdCLEF2014","Columbina squammata,Leptotila verreauxi,Furnarius leucopus,Cyclarhis gujanensis","Psittaciformes","Psittacidae","Forpus","xanthopterygius","flavissimus","Blue-winged Parrotlet",15.011973,"Forpus xanthopterygius",11
"106",1425,11893,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11893.wav","hdtboj","2005-10-26","13:50","Serra dos Carajás. In the mine town","-6.095","-49.9769","340","Jeremy Minns","DGVLLRYDXS","call","On hotel balcony.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Passeriformes","Tyrannidae","Hirundinea","ferruginea","bellicosa","Cliff Flycatcher",27.048413,"Hirundinea ferruginea",12
"107",1431,11902,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11902.wav","ibvnlg","2004-02-03","?:?","Bahia, Fazenda (Aruana), near Una","-15.2","-39.3","?","Frank Lambert","YTUXOCTUEM","call","Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/8038>AV8038</a>.  Certainty: slightly less than 100%.  ID determined by: not specifically indicated, recordist normally sees birds recorded and indicates if any question, no close match among XC cuts. GPS: estimate from Google Earth.","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",24.850476,"Myiornis auricularis",15
"108",1447,11924,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11924.wav","sxpisu","2011-06-08","07:00","Chapada dos Guimarães, Mato Grosso state","-15.457","-55.68","700","Marcos Melo","MRGDYNJGUJ","flight call and perched call","","2","BirdCLEF2014","Cacicus cela","Psittaciformes","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",30.816961,"Brotogeris chiriri",11
"109",1448,11925,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11925.wav","nntytu","2004-03-19","10:54","Estação Ecológica de Murici, Alagoas","-9.3001","-35.9334","550","Jeremy Minns","DGVLLRYDXS","call, song","Humid forest. Natural sounds of about 10 birds (almost all adult males) at an ant swarm. These are Calls B and C in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Pyriglena","leuconota","pernambucensis","White-backed Fire-eye",43.554762,"Pyriglena leuconota",12
"110",1457,11936,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11936.wav","armfvy","2013-09-12","12:00","Palma Sola, Santa Catarina","-26.3247","-53.2885","850","Paulo Affonso Fonseca Pires Neto","QOMWCAGQJX","call","bird-seen:noplayback-used:no","1","BirdCLEF2014","","Passeriformes","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",23.837392,"Camptostoma obsoletum",18
"111",1476,11959,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11959.wav","gupfgh","2006-06-09","06:40","ZF3 road, 80km north of Manaus","-2.333","-60.064","?","Thiago Vernaschi V. Costa","FPHQAPNAFU","call","a singing male in an understory mixed flock","2","BirdCLEF2014","Hylophilus ochraceiceps,Hylophilus muscicapinus,Tolmomyias assimilis","Passeriformes","Thamnophilidae","Thamnomanes","caesius","","Cinereous Antshrike",16.747234,"Thamnomanes caesius",12
"112",1489,11979,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN11979.wav","xyvbwf","2004-08-15","06:31","Borba, Amazonas","-4.3881","-59.5934","30","Jeremy Minns","DGVLLRYDXS","call, song","Scrub on edge of terra firme forest. Male.","1","BirdCLEF2014","Ramphastos tucanus","Passeriformes","Thamnophilidae","Microrhopias","quixensis","bicolor","Dot-winged Antwren",37.617778,"Microrhopias quixensis",11
